,Lower Super Output Area,Names,2011 Census Population;Age Structure;All Ages,Population Density;Area (Hectares);,Country of Birth;% Not United Kingdom;2011,Household Language;% of households where no people aged 16 or over have English as a main language;2011,House Prices;Median Price (?;2014,House Prices;Sales;2014,Economic Activity;Unemployment Rate;2011,Qualifications;% No qualifications;2011,Public Transport Accessibility Levels (2014);Average Score;,Child Benefit;Total Number of Children;2013,"Household Income, 2011/12;Median Annual Household Income estimate (?",theft_number,theft_rate
3088,E01001249,Ealing 028A,2370,15.6,49.7,29.3,364379,27,9.0,17.0,5.1,540,26775,87.0,367.0886075949367
3089,E01001250,Ealing 028B,2041,24.7,46.4,23.0,317500,22,9.0,17.6,4.2,440,27653,15.0,73.49338559529643
3090,E01001255,Ealing 028C,1610,17.7,31.4,8.7,575000,17,6.2,13.0,2.6,330,47749,8.0,49.68944099378882
3091,E01001383,Ealing 028D,1791,11.6,40.5,14.7,662500,24,6.0,10.1,3.1,335,46751,7.0,39.08431044109436
3092,E01001388,Ealing 028E,1640,17.8,42.8,22.6,609975,12,6.4,17.0,5.4,320,30530,30.0,182.92682926829266
3093,E01001389,Ealing 028F,1667,14.0,50.1,23.4,428500,26,6.3,12.7,4.6,285,37597,51.0,305.9388122375525
3094,E01001219,Ealing 029A,2046,16.5,51.6,36.9,257500,8,11.2,29.7,2.7,655,20521,9.0,43.98826979472141
3095,E01001220,Ealing 029B,1509,93.1,48.6,32.9,166500,3,15.3,29.4,3.0,480,18907,7.0,46.38833664678595
3096,E01001334,Ealing 029C,1623,15.9,54.2,39.3,250000,3,12.7,27.1,2.1,515,18889,9.0,55.45286506469501
3097,E01001337,Ealing 029D,1470,121.8,45.1,21.0,365000,9,9.6,17.1,2.8,370,26623,52.0,353.7414965986395
3098,E01001338,Ealing 029E,1953,54.7,59.0,31.9,310000,6,19.7,20.7,3.0,480,26037,22.0,112.64720942140298
3099,E01001339,Ealing 029F,1841,72.6,44.8,28.0,197000,4,12.8,21.7,1.8,570,24139,15.0,81.47745790331342
3100,E01001340,Ealing 029G,1889,12.2,40.4,26.1,249950,17,10.0,23.0,1.7,395,27603,6.0,31.762837480148225
3101,E01001251,Ealing 030A,1654,18.7,37.6,15.3,370000,27,5.4,11.2,4.5,350,38453,12.0,72.55139056831922
3102,E01001252,Ealing 030B,1938,19.4,50.6,29.8,405000,28,7.4,14.9,4.5,610,31129,49.0,252.83797729618163
3103,E01001253,Ealing 030C,1649,16.3,34.1,15.8,536000,24,6.5,15.2,2.7,400,35294,5.0,30.32140691328078
3104,E01001254,Ealing 030D,1685,21.0,29.3,12.9,497500,29,4.9,13.3,3.2,410,41932,18.0,106.82492581602374
3105,E01001229,Ealing 031A,1522,20.4,37.5,15.4,392125,10,8.9,22.8,2.8,355,28770,15.0,98.5545335085414
3106,E01001230,Ealing 031B,1488,19.1,35.4,13.8,810250,20,9.6,8.0,2.7,150,54732,21.0,141.1290322580645
3107,E01001232,Ealing 031C,1538,21.6,43.5,18.3,457500,18,6.8,15.1,1.5,250,39618,9.0,58.517555266579976
3108,E01001233,Ealing 031D,1424,17.1,41.4,15.4,535000,17,5.2,15.4,3.6,230,35897,57.0,400.2808988764045
3109,E01001237,Ealing 031E,1593,23.6,40.2,13.8,603000,24,4.8,10.1,2.6,170,55692,11.0,69.05210295040804
3110,E01001386,Ealing 031F,1793,30.8,32.1,11.3,665000,21,4.9,7.3,3.2,245,58973,22.0,122.69938650306749
3111,E01001303,Ealing 032A,1639,16.1,32.9,10.9,745000,25,3.9,5.8,3.9,270,54080,39.0,237.94996949359364
3112,E01001382,Ealing 032B,1566,20.4,29.9,9.6,845000,14,3.1,7.7,3.1,240,59693,4.0,25.54278416347382
3113,E01001384,Ealing 032C,1645,10.9,38.4,13.7,641000,32,3.2,8.8,3.3,295,48153,9.0,54.7112462006079
3114,E01001385,Ealing 032D,1682,16.0,33.6,11.2,695000,21,3.7,8.4,3.7,305,52582,19.0,112.96076099881094
3115,E01001387,Ealing 032E,1546,25.1,36.2,17.0,325000,18,5.9,9.4,4.3,195,46446,26.0,168.17593790426906
3116,E01001353,Ealing 033A,1667,19.6,51.6,27.3,360000,23,6.1,12.4,4.5,295,30015,14.0,83.98320335932813
3117,E01001355,Ealing 033B,1664,14.6,44.5,19.7,465000,27,6.9,13.6,4.0,290,31586,41.0,246.39423076923077
3118,E01001356,Ealing 033C,1969,8.4,54.5,35.3,288000,3,15.2,26.8,4.5,640,19830,16.0,81.25952260030472
3119,E01001357,Ealing 033D,1141,11.1,53.2,33.1,320000,9,9.7,19.9,4.0,445,24023,9.0,78.87817703768623
3120,E01001358,Ealing 033E,1602,25.9,50.8,35.5,164500,4,15.2,27.2,4.1,660,19552,45.0,280.8988764044944
3121,E01001375,Ealing 034A,1665,13.9,32.3,6.9,1150000,27,3.3,5.6,2.3,200,65609,8.0,48.048048048048045
3122,E01001377,Ealing 034B,1770,19.1,32.7,7.5,2000000,22,3.3,7.5,3.4,215,66558,11.0,62.14689265536723
3123,E01001379,Ealing 034C,1679,13.3,31.6,9.2,1032500,30,2.7,5.5,2.6,185,65074,12.0,71.47111375818939
3124,E01001381,Ealing 034D,1649,28.5,45.8,22.0,437250,22,6.2,12.5,3.4,265,37276,53.0,321.4069132807762
3125,E01001248,Ealing 035A,1592,66.6,38.1,10.7,411000,16,5.7,17.6,2.8,300,36618,18.0,113.06532663316584
3126,E01001299,Ealing 035B,1833,22.8,34.0,11.1,760000,16,5.0,10.9,3.0,320,49240,16.0,87.28859792689579
3127,E01001305,Ealing 035C,1716,15.1,33.2,10.6,713750,22,3.8,8.9,2.8,345,54176,2.0,11.655011655011656
3128,E01001306,Ealing 035D,1607,15.4,32.9,10.1,650000,23,5.1,8.1,3.0,265,51314,8.0,49.782202862476666
3129,E01001366,Ealing 037A,1923,17.0,63.7,42.9,249950,12,10.4,22.6,2.6,605,22511,10.0,52.002080083203325
3130,E01001367,Ealing 037B,1764,20.3,69.7,49.7,286500,4,10.4,25.2,3.9,495,20329,28.0,158.73015873015873
3131,E01001368,Ealing 037C,1723,12.9,59.4,43.0,300000,5,9.0,22.1,2.9,465,23882,,
3132,E01001370,Ealing 037D,1980,44.8,61.5,38.5,260500,6,11.6,23.8,2.7,545,23698,60.0,303.03030303030306
3133,E01001371,Ealing 037E,2081,20.3,60.4,41.4,208000,27,10.9,22.9,2.9,640,21897,21.0,100.91302258529554
3134,E01001372,Ealing 037F,1763,12.9,64.6,47.5,262500,21,10.7,21.2,2.9,490,22354,10.0,56.72149744753261
3135,E01001373,Ealing 037G,1499,15.3,65.0,43.4,235000,15,9.5,24.7,3.2,545,22119,7.0,46.69779853235491
3136,E01001333,Ealing 038A,1903,27.8,65.3,47.2,205000,5,12.9,23.7,3.8,585,21220,50.0,262.7430373095113
3137,E01001335,Ealing 038B,1781,49.1,45.0,21.8,400000,15,7.5,19.3,1.4,335,34394,5.0,28.07411566535654
3138,E01001336,Ealing 038C,1572,25.3,49.6,27.4,475000,11,8.0,21.4,2.0,360,27412,16.0,101.78117048346057
3139,E01001369,Ealing 038D,1846,15.0,63.1,43.8,274950,7,11.4,26.6,3.2,465,22185,20.0,108.34236186348862
3140,E01001300,Ealing 039A,1692,13.8,35.3,12.8,716500,18,3.3,6.6,4.0,275,56031,12.0,70.92198581560284
3141,E01001301,Ealing 039B,1782,25.1,48.4,21.2,315750,22,4.0,10.5,3.2,240,40849,16.0,89.78675645342312
3142,E01001302,Ealing 039C,1621,33.7,37.3,11.7,682500,26,5.2,9.5,3.7,285,47629,17.0,104.87353485502777
3143,E01001304,Ealing 039D,1627,11.6,35.2,9.4,413250,30,3.5,9.0,3.3,295,46742,5.0,30.73140749846343
3144,E01001374,Ealing 040A,1798,13.0,37.3,11.2,800000,31,4.6,10.3,3.0,270,46161,16.0,88.98776418242491
3145,E01001376,Ealing 040B,1579,15.6,41.7,16.2,453500,30,6.9,13.2,2.8,300,36937,5.0,31.665611146295124
3146,E01001380,Ealing 040C,1759,17.6,31.8,8.5,780000,33,3.9,8.5,3.5,250,51794,18.0,102.3308698123934
3147,E01032572,Ealing 040D,1575,22.5,37.7,13.6,755250,24,4.1,8.8,3.7,195,50600,28.0,177.77777777777777
3148,E01001444,Enfield 001A,1676,34.7,28.9,13.3,250000,21,8.8,28.2,2.3,485,26270,22.0,131.26491646778044
3149,E01001446,Enfield 001B,1817,18.1,30.2,15.5,235000,23,10.8,29.0,2.8,550,24588,14.0,77.05008255365988
3150,E01001546,Enfield 001C,1783,23.9,26.4,13.4,250000,29,10.6,27.2,2.4,545,25282,5.0,28.042624789680314
3151,E01001552,Enfield 001D,1805,28.1,28.2,13.5,266000,23,6.5,26.4,3.0,450,27946,15.0,83.10249307479225
3152,E01001442,Enfield 002A,1684,11.5,33.0,21.2,197500,10,14.7,33.3,3.0,650,19656,9.0,53.44418052256532
3153,E01001545,Enfield 002B,1843,34.5,27.5,17.4,206500,10,12.5,33.7,2.2,640,21075,22.0,119.37059142702115
3154,E01001547,Enfield 002C,1758,24.9,34.5,21.1,290000,17,10.7,27.4,2.9,555,24964,22.0,125.14220705346985
3155,E01001548,Enfield 002D,1819,30.0,35.2,18.6,243750,20,10.2,31.0,2.9,640,24120,24.0,131.94062671797693
3156,E01001551,Enfield 002E,1733,30.6,27.5,16.5,282500,12,12.7,36.8,2.0,485,22624,43.0,248.12463935372185
3157,E01001445,Enfield 003B,2284,141.4,35.3,20.2,187500,40,9.1,21.3,2.5,880,25885,18.0,78.80910683012259
3158,E01001447,Enfield 003C,1936,18.6,35.4,18.9,225000,21,15.5,32.2,2.8,600,21943,17.0,87.80991735537191
3159,E01001448,Enfield 003D,1831,15.8,35.7,18.5,265000,15,12.5,26.5,2.9,630,23917,8.0,43.69197160021846
3160,E01001449,Enfield 003E,1635,23.6,29.2,13.6,257000,19,12.0,30.0,2.9,515,24773,20.0,122.32415902140673
3161,E01033148,Enfield 003F,1950,45.1,37.0,20.0,258500,12,12.1,23.6,1.9,740,25734,14.0,71.7948717948718
3162,E01033150,Enfield 003G,1656,16.4,38.6,23.4,166500,43,9.3,14.6,2.1,620,27016,10.0,60.38647342995169
3163,E01001408,Enfield 004A,1646,14.6,16.2,4.7,358000,43,6.0,17.6,2.9,380,38886,12.0,72.90400972053463
3164,E01001411,Enfield 004B,1840,18.6,15.8,7.8,350000,31,6.0,15.5,2.6,465,38125,15.0,81.52173913043478
3165,E01001412,Enfield 004C,1834,1432.8,20.5,6.8,365000,11,6.5,26.5,0.9,390,32055,38.0,207.19738276990185
3166,E01001413,Enfield 004D,1632,51.1,10.0,2.6,465000,14,3.9,17.8,1.6,290,46758,5.0,30.637254901960784
3167,E01001414,Enfield 004E,1563,39.4,26.9,13.5,221000,16,10.9,30.7,3.0,410,22623,8.0,51.183621241202815
3168,E01001407,Enfield 005A,1637,103.2,20.2,8.0,311000,22,6.5,20.3,1.9,395,33739,13.0,79.41356139279169
3169,E01001409,Enfield 005B,1889,18.9,29.1,14.9,203758,22,10.8,22.7,1.8,490,25070,10.0,52.93806246691371
3170,E01001410,Enfield 005C,1721,15.9,28.9,15.1,149975,14,14.1,29.0,1.1,520,21758,14.0,81.34805345729227
3171,E01001516,Enfield 005D,1834,32.8,29.8,17.1,283000,19,9.1,28.1,1.9,495,25934,31.0,169.02944383860415
3172,E01001537,Enfield 005E,1754,19.0,17.3,7.8,270000,35,5.4,16.3,1.8,450,36231,6.0,34.20752565564424
3173,E01001439,Enfield 006A,2075,21.0,38.4,24.9,210000,11,11.8,32.8,3.0,700,21056,30.0,144.57831325301206
3174,E01001441,Enfield 006B,1514,33.3,34.3,20.7,247500,23,13.0,31.3,2.8,440,21589,25.0,165.12549537648616
3175,E01001517,Enfield 006C,1890,18.2,38.4,23.7,193000,12,14.4,38.1,2.8,670,18525,8.0,42.32804232804233
3176,E01001549,Enfield 006D,1975,32.1,39.0,27.3,173475,22,16.1,30.9,2.6,700,19416,35.0,177.21518987341773
3177,E01001550,Enfield 006E,1661,21.8,28.6,16.0,255000,14,12.3,28.6,1.8,525,24875,10.0,60.20469596628537
3178,E01001433,Enfield 007A,1827,33.4,25.4,14.4,245000,8,14.8,31.2,2.2,645,22480,36.0,197.04433497536945
3179,E01001434,Enfield 007B,1572,17.7,32.6,18.5,274998,20,7.8,26.6,1.8,495,25498,8.0,50.890585241730285
3180,E01001435,Enfield 007C,1480,15.8,33.3,14.7,289998,22,8.3,28.6,2.2,455,26282,11.0,74.32432432432432
3181,E01001436,Enfield 007D,1886,19.6,33.2,16.8,262498,24,9.2,29.1,2.6,580,26219,13.0,68.92895015906682
3182,E01001438,Enfield 007E,1659,27.7,36.0,17.3,290000,10,12.1,25.5,2.7,530,24310,22.0,132.61000602772756
3183,E01001469,Enfield 008A,1645,22.5,19.3,7.0,325000,23,6.2,21.6,3.1,395,35747,2.0,12.158054711246201
3184,E01001536,Enfield 008B,1717,43.3,16.1,6.1,430500,26,5.7,17.3,4.2,350,42590,153.0,891.089108910891
3185,E01001540,Enfield 008C,1763,25.9,19.3,7.3,245000,39,6.6,15.2,3.4,355,37697,23.0,130.45944412932502
3186,E01001541,Enfield 008D,1504,18.2,14.2,3.4,365000,33,4.4,15.6,2.8,335,45162,7.0,46.54255319148936
3187,E01001542,Enfield 008E,1571,18.4,21.3,7.8,250000,31,7.4,20.8,2.5,390,29130,14.0,89.11521323997454
3188,E01001538,Enfield 009A,1660,25.5,12.8,3.5,395000,15,5.2,16.3,1.4,345,41620,6.0,36.144578313253014
3189,E01001539,Enfield 009B,1668,21.9,17.0,4.3,377475,20,5.2,17.7,2.0,385,39600,6.0,35.97122302158274
3190,E01001543,Enfield 009C,1672,20.8,17.3,4.2,390000,23,5.2,18.5,1.4,360,41601,10.0,59.80861244019139
3191,E01001544,Enfield 009D,1597,30.3,18.5,7.4,422500,18,5.5,19.0,3.6,285,43139,16.0,100.18785222291797
3192,E01001457,Enfield 010A,1633,26.5,21.3,9.0,355000,32,4.8,15.6,3.8,230,44314,22.0,134.72137170851195
3193,E01001468,Enfield 010B,1339,78.4,24.5,8.0,581275,20,3.3,24.8,2.8,190,45056,25.0,186.70649738610902
3194,E01001471,Enfield 010C,1737,36.5,21.8,5.4,257498,56,6.8,18.3,2.2,270,39860,21.0,120.89810017271158
3195,E01001472,Enfield 010D,1682,25.1,18.0,5.4,312000,37,5.4,16.6,3.6,320,38917,7.0,41.617122473246134
3196,E01001474,Enfield 010E,1767,38.6,17.9,4.9,397500,46,3.3,13.6,3.2,225,50376,3.0,16.97792869269949
3197,E01001415,Enfield 011A,1541,108.3,32.5,14.9,323750,24,6.4,23.2,3.7,275,35648,93.0,603.5042180402336
3198,E01001417,Enfield 011B,1974,570.1,25.0,5.0,1087500,40,2.8,13.6,1.3,255,64933,25.0,126.64640324214791
3199,E01001418,Enfield 011C,1650,62.0,33.8,15.2,417500,18,7.8,22.0,3.4,295,36427,12.0,72.72727272727273
3200,E01001422,Enfield 011D,1658,146.3,21.9,5.7,1230000,23,3.6,13.1,1.4,230,72271,9.0,54.28226779252111
3201,E01001440,Enfield 012A,1641,31.5,38.1,20.4,298500,10,11.0,33.0,3.2,445,24534,29.0,176.72151127361366
3202,E01001504,Enfield 012B,1549,18.2,37.5,21.8,250000,11,9.9,28.7,3.1,485,25245,8.0,51.64622336991607
3203,E01001505,Enfield 012C,1727,19.5,41.7,21.5,289998,10,11.8,24.8,4.0,535,23920,9.0,52.11349160393747
3204,E01001507,Enfield 012D,1870,26.8,49.3,29.2,170000,15,11.7,27.5,4.1,545,21496,64.0,342.24598930481284
3205,E01001508,Enfield 012E,1933,20.8,47.2,24.9,211250,16,10.5,25.4,3.5,590,22876,19.0,98.29280910501811
3206,E01001513,Enfield 012F,1770,95.0,29.4,14.4,250000,13,9.4,27.6,3.1,585,24459,83.0,468.9265536723164
3207,E01001416,Enfield 013A,1733,32.4,26.9,6.7,527500,14,4.6,14.7,2.6,285,53121,2.0,11.54068090017311
3208,E01001470,Enfield 013B,1598,189.7,17.9,6.6,467500,23,4.1,17.7,2.6,305,44672,5.0,31.289111389236545
3209,E01001473,Enfield 013C,1534,84.3,22.3,8.8,499998,14,8.6,21.2,1.8,355,35519,2.0,13.03780964797914
3210,E01001475,Enfield 013D,1704,33.8,26.0,7.1,579500,18,4.6,18.0,2.3,320,48733,3.0,17.6056338028169
3211,E01001437,Enfield 014A,2373,264.1,36.5,20.8,185000,29,13.0,31.3,2.2,735,21814,56.0,235.9882005899705
3212,E01001506,Enfield 014B,1635,194.6,43.8,22.7,250000,17,12.9,28.3,3.0,570,21930,58.0,354.7400611620795
3213,E01001509,Enfield 014C,1738,14.6,47.4,30.4,164000,23,10.2,26.0,3.1,540,22238,12.0,69.04487917146145
3214,E01001510,Enfield 014D,1496,15.0,41.6,30.8,117500,2,18.2,33.4,3.0,475,17485,9.0,60.16042780748663
3215,E01001405,Enfield 015A,1691,27.6,21.5,8.0,284500,54,6.3,23.0,3.0,200,39128,15.0,88.70490833826139
3216,E01001406,Enfield 015B,1629,20.4,25.4,10.8,289500,21,7.1,19.9,3.0,370,31457,54.0,331.49171270718233
3217,E01001450,Enfield 015C,1878,35.8,28.5,12.3,250000,61,7.7,18.5,4.2,295,32216,150.0,798.7220447284345
3218,E01001512,Enfield 015D,1780,19.1,24.2,13.6,255000,151,6.8,19.6,3.8,480,32194,18.0,101.12359550561797
3219,E01001515,Enfield 015E,1946,13.0,37.5,22.6,180000,19,12.8,25.4,3.1,685,22114,23.0,118.19116135662898
3220,E01001401,Enfield 016A,1323,14.8,22.2,6.8,362500,14,5.9,20.4,3.0,355,37151,5.0,37.79289493575208
3221,E01001478,Enfield 016B,1538,31.8,28.7,14.2,286000,11,9.2,26.2,2.4,400,27174,2.0,13.003901170351106
3222,E01001484,Enfield 016C,1371,32.9,34.2,16.5,275500,18,7.3,28.3,2.4,405,26873,11.0,80.23340627279359
3223,E01001511,Enfield 016D,1751,38.9,29.7,14.4,305000,21,6.4,21.6,3.4,525,31541,55.0,314.1062250142775
3224,E01001514,Enfield 016E,1768,13.7,25.3,10.4,266000,31,7.7,20.3,2.6,505,31087,13.0,73.52941176470588
3225,E01001518,Enfield 016F,1767,55.9,25.9,10.8,330000,38,7.1,16.7,4.0,400,35474,26.0,147.14204867006225
3226,E01001451,Enfield 017A,1641,62.0,18.7,6.4,372000,29,4.5,18.2,3.2,260,44665,96.0,585.0091407678245
3227,E01001452,Enfield 017B,1356,63.9,22.1,6.1,620000,17,3.2,15.2,2.3,215,55046,8.0,58.99705014749262
3228,E01001453,Enfield 017C,1677,51.4,20.2,6.7,737500,24,6.3,15.0,2.4,265,49982,4.0,23.852116875372687
3229,E01001454,Enfield 017D,1633,38.7,20.0,5.9,309998,38,4.2,14.6,3.0,265,51614,11.0,67.36068585425598
3230,E01001476,Enfield 018A,1666,20.2,46.2,24.5,272498,14,8.7,28.4,3.0,525,25617,1.0,6.002400960384153
3231,E01001477,Enfield 018B,1850,67.5,38.7,22.6,279750,8,10.0,32.1,2.0,565,23225,20.0,108.10810810810811
3232,E01001481,Enfield 018C,1647,17.2,42.2,20.5,272500,14,9.3,28.9,2.1,535,24933,2.0,12.143290831815422
3233,E01001502,Enfield 018D,1872,28.1,43.5,22.5,267000,9,9.2,24.4,3.1,555,23502,29.0,154.9145299145299
3234,E01001503,Enfield 018E,1844,17.0,37.9,16.4,250000,15,9.3,25.8,2.9,545,24959,16.0,86.76789587852495
3235,E01001520,Enfield 019A,1680,35.3,35.7,14.1,530000,15,6.8,17.0,3.9,350,38453,14.0,83.33333333333333
3236,E01001522,Enfield 019B,1805,20.5,29.0,14.0,297500,30,5.8,17.2,1.8,430,39955,13.0,72.02216066481995
3237,E01001523,Enfield 019C,1739,52.1,25.7,9.2,432500,29,6.8,18.0,2.1,300,44043,3.0,17.25129384703853
3238,E01001524,Enfield 019D,1531,25.8,33.8,13.6,310000,11,8.7,17.7,3.0,350,36132,3.0,19.59503592423253
3239,E01001526,Enfield 019E,1619,28.4,27.6,10.8,335000,23,6.0,14.9,1.7,295,44804,2.0,12.353304508956146
3240,E01001419,Enfield 020A,1946,66.6,34.7,12.0,316000,33,6.7,16.6,4.0,320,37828,44.0,226.1048304213772
3241,E01001420,Enfield 020B,1570,35.6,31.6,15.1,307500,12,8.9,23.7,2.0,395,28741,2.0,12.738853503184712
3242,E01001421,Enfield 020C,1716,19.4,38.1,16.5,250000,21,9.2,27.0,2.5,415,26524,4.0,23.31002331002331
3243,E01001519,Enfield 020D,2496,35.3,43.8,21.8,304975,34,6.6,12.8,4.7,570,36236,156.0,625.0
3244,E01001525,Enfield 020E,1807,23.4,34.1,14.5,400000,17,5.8,19.1,3.0,355,38186,9.0,49.806308799114554
3245,E01001398,Enfield 021A,1392,17.5,17.8,4.5,401500,18,4.2,16.0,3.0,280,47121,3.0,21.551724137931036
3246,E01001399,Enfield 021B,1437,24.3,24.7,6.8,438500,20,2.9,18.1,3.0,280,42881,4.0,27.83576896311761
3247,E01001400,Enfield 021C,1543,24.4,20.8,7.7,385000,29,4.9,23.0,3.0,285,43062,9.0,58.32793259883344
3248,E01001402,Enfield 021D,1833,35.1,30.0,11.1,480000,27,4.4,15.7,2.8,345,45536,15.0,81.83306055646482
3249,E01001403,Enfield 021E,1602,37.0,31.1,10.9,319875,28,6.5,24.0,2.7,310,34581,6.0,37.453183520599254
3250,E01001455,Enfield 021F,1491,23.8,25.0,6.7,449995,25,4.5,17.6,2.6,255,42268,7.0,46.948356807511736
3251,E01001456,Enfield 022A,1400,26.6,20.3,6.0,700000,17,2.9,12.8,3.0,235,56910,,
3252,E01001564,Enfield 022B,1666,23.1,23.7,6.7,590000,27,4.8,13.4,3.1,315,50278,7.0,42.016806722689076
3253,E01001567,Enfield 022C,1583,31.0,19.5,5.4,585000,13,4.8,13.5,3.0,235,53135,7.0,44.21983575489577
3254,E01001568,Enfield 022D,1583,89.8,29.4,8.4,750000,19,4.9,16.7,2.3,240,54108,2.0,12.634238787113075
3255,E01001569,Enfield 022E,1744,29.4,25.0,8.6,399995,27,3.0,14.6,3.4,270,45050,20.0,114.67889908256882
3256,E01001479,Enfield 023A,1730,24.5,45.7,23.5,266000,17,9.7,29.3,3.2,515,24063,40.0,231.21387283236993
3257,E01001482,Enfield 023B,1854,17.7,44.4,22.2,207750,12,11.4,28.5,2.7,600,22424,9.0,48.543689320388346
3258,E01001487,Enfield 023C,1949,13.0,47.0,25.6,250000,26,12.1,27.9,3.7,685,22132,14.0,71.83170856849667
3259,E01001489,Enfield 023D,1803,17.8,45.6,23.8,250000,23,8.7,30.7,3.0,645,23867,7.0,38.82418191902385
3260,E01001491,Enfield 023E,1976,14.8,47.7,23.4,235000,19,11.3,26.7,4.1,635,23006,10.0,50.607287449392715
3261,E01001459,Enfield 024A,1675,21.7,43.9,21.4,273000,15,8.1,24.3,2.5,435,25886,1.0,5.970149253731344
3262,E01001460,Enfield 024B,1711,12.3,52.8,35.2,225000,19,12.1,27.8,4.7,555,22272,16.0,93.51256575102279
3263,E01001462,Enfield 024C,1339,10.9,43.2,24.5,219500,12,11.8,23.3,2.4,405,23964,10.0,74.68259895444362
3264,E01001480,Enfield 024D,1549,19.7,38.9,18.4,160000,17,8.9,26.0,2.4,375,25833,4.0,25.823111684958036
3265,E01001488,Enfield 024E,1883,13.2,47.8,24.4,272498,14,11.5,22.8,3.0,675,25339,11.0,58.41741901221455
3266,E01001483,Enfield 025A,1150,55.9,47.7,31.2,152500,26,13.1,28.0,2.0,380,19723,19.0,165.2173913043478
3267,E01001485,Enfield 025B,1815,12.6,49.5,28.0,235000,17,11.0,29.2,4.6,595,22107,21.0,115.70247933884296
3268,E01001486,Enfield 025C,2106,18.1,44.6,29.1,237500,14,12.1,31.7,2.3,730,20843,17.0,80.72174738841406
3269,E01001492,Enfield 025E,1930,15.4,45.7,20.7,250000,19,11.4,28.0,3.2,630,23981,5.0,25.906735751295336
3270,E01033146,Enfield 025F,1586,13.8,40.9,26.3,174000,17,14.8,29.7,2.4,580,21648,3.0,18.915510718789406
3271,E01033151,Enfield 025G,1483,66.5,44.7,28.1,216500,12,15.2,30.4,2.6,515,19020,13.0,87.66014834794335
3272,E01001404,Enfield 026A,1473,51.7,36.3,16.4,460000,12,7.9,23.2,1.1,340,33743,7.0,47.52206381534283
3273,E01001493,Enfield 026B,1773,23.3,35.2,17.6,299998,14,9.7,24.5,2.1,405,27418,9.0,50.76142131979695
3274,E01001494,Enfield 026C,1520,16.2,42.4,22.0,419000,20,7.3,25.6,1.6,355,32992,10.0,65.78947368421052
3275,E01001496,Enfield 026D,1705,26.2,41.4,16.3,476000,5,5.2,21.3,1.8,340,37957,9.0,52.78592375366569
3276,E01001570,Enfield 026E,1855,40.7,29.3,10.9,360000,30,6.3,19.6,2.4,420,35740,38.0,204.85175202156336
3277,E01001423,Enfield 027A,1805,19.2,44.2,22.9,302000,10,11.4,31.9,3.8,515,24554,19.0,105.26315789473684
3278,E01001425,Enfield 027B,1862,40.2,47.9,32.2,177498,8,16.6,27.6,5.2,745,19380,61.0,327.60472610096673
3279,E01001428,Enfield 027C,1677,15.8,40.1,24.5,262500,16,13.7,32.7,2.9,565,22443,10.0,59.630292188431724
3280,E01001461,Enfield 027D,1716,28.9,42.9,27.3,280000,11,14.6,29.7,2.6,545,20723,28.0,163.17016317016316
3281,E01001464,Enfield 027E,1330,20.2,34.1,18.7,330000,6,9.4,35.4,2.3,420,22841,7.0,52.63157894736842
3282,E01001521,Enfield 028A,1777,48.4,31.4,10.6,709950,13,5.3,13.4,4.1,275,48114,8.0,45.01969611705121
3283,E01001531,Enfield 028B,1498,22.8,25.2,9.4,565000,16,3.8,12.6,2.4,210,54969,4.0,26.7022696929239
3284,E01001532,Enfield 028C,1764,28.9,24.6,8.2,672500,18,3.3,8.4,3.0,265,54627,11.0,62.35827664399093
3285,E01001533,Enfield 028D,1568,32.8,30.9,9.6,674000,17,4.8,15.6,2.6,215,54156,3.0,19.132653061224488
3286,E01001535,Enfield 028E,1482,39.3,38.9,14.7,699990,9,5.5,19.5,3.9,255,45305,6.0,40.48582995951417
3287,E01001495,Enfield 029A,1715,15.4,40.9,21.3,325000,17,4.8,14.8,3.2,315,38827,9.0,52.478134110787174
3288,E01001498,Enfield 029B,1946,19.1,41.5,21.3,322000,19,6.5,16.7,3.6,405,35649,70.0,359.71223021582733
3289,E01001563,Enfield 029C,1615,19.5,30.1,15.7,305000,31,5.5,13.8,3.0,330,38808,15.0,92.87925696594426
3290,E01001565,Enfield 029D,1636,22.3,32.9,11.1,586250,22,6.3,17.5,2.6,280,39641,9.0,55.012224938875306
3291,E01001566,Enfield 029E,1721,19.9,26.3,9.6,420000,36,5.4,14.2,3.7,275,49656,5.0,29.05287623474724
3292,E01001424,Enfield 030A,1210,7.2,42.5,22.6,186250,12,14.4,23.2,4.6,445,21662,6.0,49.586776859504134
3293,E01001426,Enfield 030B,1821,30.8,45.3,25.0,226500,20,14.0,30.8,3.1,560,21621,5.0,27.457440966501924
3294,E01001427,Enfield 030C,1840,134.7,51.7,34.8,150000,9,15.1,33.2,2.7,650,18596,40.0,217.3913043478261
3295,E01001429,Enfield 030D,2394,24.3,47.6,28.0,145000,3,16.1,34.6,5.1,715,19032,264.0,1102.7568922305763
3296,E01001430,Enfield 030E,1884,11.7,48.8,30.8,187000,20,17.8,33.0,5.0,735,17845,12.0,63.69426751592357
3297,E01001463,Enfield 031A,1573,26.2,45.2,25.7,301250,10,9.3,29.3,2.5,425,26362,6.0,38.14367450731087
3298,E01001465,Enfield 031B,1505,22.8,50.0,25.7,317500,10,11.1,25.5,2.3,400,26550,7.0,46.51162790697674
3299,E01001466,Enfield 031C,1795,9.9,48.1,33.4,262000,21,11.0,26.0,3.4,590,23321,8.0,44.56824512534819
